Symbol|Issue_Name|Primary_Listing_Mkt
AFFL|Affiliated Resources Corporation Common Stock|U
AFFN|Affinity Networks, Inc. Common Stock|U
AFFS|AmTrust Financial Services, Inc. 7.25% Subordinated Notes Due 2055|U
AFFT|AmTrust Financial Services, Inc. 7.50% Subordinated Notes Due 2055|U
AFFU|Affluence Corporation Common Stock|U
AFFY|Affymax, Inc. Common Stock|U
AFG|American Financial Group, Inc.|NYSE
AFGB|American Financial Group, Inc. 5.875% Subordinated Debentures due 2059|NYSE
AFGE CL|American Financial Group, Inc  6 ?% Subordinated Debentures due 2054 Called for Redemption|NYSE
AFGH|American Financial Group, Inc. 6.000% Subordinated Debentures due 2055|NYSE
AFGVY|Agfa Gevaert NV Unsponsored ADR (Belgium)|U
AFH|Atlas Financial Holdings, Inc. Ordinary Shares|NASDAQ
AFHBL|ATLAS FINL HLDGS INC Other  6.625 04/26/2022|U
AFHFF|AFH Financial Group PLC Bromsgrove Ordinary Shares (United Kingdom)|U
AFI|Armstrong Flooring, Inc.|NYSE
AFIDY|AFI Dev Plc Global Depositary Share Reg S (Sponsored) (Cyprus)|U
AFIF|Anfield Universal Fixed Income ETF|BATS
AFIMF|Africa Israel Inv Ord Ordinary Shares|U
AFIN|American Finance Trust, Inc. Class A Common Stock|NASDAQ
AFINP|American Finance Trust, Inc. 7.50% Series A Cumulative Redeemable Perpetual Preferred Stock|NASDAQ
AFIPA|Amfi Corp Common Stock|U
AFK|VanEck Vectors Africa Index ETF|ARCA
AFL|Aflac Inc.|NYSE
AFLQF|Alfa Financial Software Holdings Ltd Ordinary Shares (United Kingdom)|U
AFLYY|Air France ADS ADS|U
AFMCF|African Metals Corporation Ordinary Shares|U
AFMD|Affimed N.V.|NASDAQ
AFMJF|ALPHAMIN RESOURCES CORP. Ordinary Shares|U
AFML|Aerofoam Metals Inc. Common Stock|U
AFNL|Amfin Financial Corp. Common Stock|U
AFOM|All For One Media Corp. Common Stock|U
AFOVF|Australian Foundation Investment Co Ordinary Shares (Australia)|U
AFPW|Alumifuel Power Corp. Common Stock|U
AFRAF|Air France KLM Ordinary Shares (France)|U
AFRMF|Alphaform Ag Ordinary Shares|U
AFRVF|African Bank Investments, Ltd. Ordinary Shares (South Africa)|U
AFSIA|Amtrust Financial Services, Inc. 6.75% Non-Cumulative Preferred Stock, Series A|U
AFSIB|AmTrust Financial Services, Inc. Depositary Shares, each Representing 1/40th of a Share of 7.25% Non Cumulative Preferred Stock, Series B|U
AFSIC|Amtrust Financial Services, Inc. Depositary Shares , Each Representing 1/40 th Interest in a Share of 7.625% Non-Cumulative Preferred Stock, Series C|U
AFSIM|AmTrust Financial Services, Inc. Depositary Shares, each Representing 1/40th of a Share of 7.75% Non-Cumulative Preferred Stock, Series E|U
AFSIN|AmTrust Financial Services, Inc. Depositary Shares, Each Representing 1/40 th Interest in a Share of 6.95% Non-Cumulative Preferred Stock, Series F|U
AFSIP|AmTrust Financial Services, Inc. Depositary Shares , Each Representing 1/40 th Interest in a Share of 7.50% Non-Cumulative Preferred Stock, Series D|U
AFT|Apollo Senior Floating Rate Fund Inc.|NYSE
AFTC|Alternative Fuel Technologies Inc Common Stock|U
AFTM|AfterMaster, Inc. Common Stock|U
AFTPF|Afterpay Touch Group Ltd Ordinary Shares (Australia)|U
AFTTF|Afritin Mng Ltd Ordinary Shares (Guernsey)|U
AFTY|CSOP FTSE China A50 ETF|ARCA
AFXXF|AF AB|U
AFYA|Afya Limited Class A Common Shares|NASDAQ
AFYG|Affinity Gold Corp. Common Stocks|U
AG|FIRST MAJESTIC SILVER CORP|NYSE
AGAAF|Altagas Canada Inc Common Shares (Canada)|U
AGATF|Deutsche Bank Agriculture Double Short ETN due 4/1/2038|U
AGBA|AGBA Acquisition Limited Ordinary Share|NASDAQ
AGBAR|AGBA Acquisition Limited Right|NASDAQ
AGBAU|AGBA Acquisition Limited Unit|NASDAQ
AGBAW|AGBA Acquisition Limited Warrant|NASDAQ
AGCBF|Amarillo Gold Corporation Ordinary Shares (Canada)|U
AGCCF|Gensource Potash Corp. Ordinary Shares (Canada)|U
AGCO|AGCO Corporation|NYSE
AGCZ|Andes Gold Corp. Common Stock|U
AGD|Aberdeen Global Dynamic Dividend Fund|NYSE
AGDXF|Antioquia Gold Inc Ordinary Shares (Canada)|U
AGDY|Agri-Dynamics Inc Common Stock|U
AGE|AgeX Therapeutics, Inc.|AMEX
AGEEF|Halo Labs Inc Ordinary Shares|U
AGEN|Agenus Inc. Common Stock|NASDAQ
AGESF|Ageas NV Ordinary Shares (Belgium)|U
AGESY|Ageas Sponsored ADR (Belgium)|U
AGFAF|Agraflora Organics Intl Inc Ordinary Shares|U
AGFMF|A G F Mgmt Ltd Cl B Non Vtg Ordinary Shares|U
AGFS|AgroFresh Solutions, Inc. Common Stock|NASDAQ
AGFSW|AgroFresh Solutions, Inc. Warrants|NASDAQ
AGFXF|DB Agriculture Long ETN due April 1, 2038 (Germany)|U
AGG|iShares Core U.S. Aggregate Bond ETF|ARCA
AGGE|IQ Enhanced Core Bond U.S. ETF|ARCA
AGGFF|African Gold Group Inc Ordinary Shares|U
AGGG|Antilia Group Corp Common Shares|U
AGGHF|Agrios Global Holdings Ltd Common Shares  Canada (CA)|U
AGGI|Allied Energy, Inc. Common Stock|U
AGGKY|Aggreko plc American Depositary Receipts - Unsponsored|U
AGGL|AgTech Global International, Inc. Common Stock|U
AGGNY|Aegean Airls SA American Depositary Receipts - Unsponsored (Greece)|U
AGGP|IQ Enhanced Core Plus Bond U.S. ETF|ARCA
AGGX|AngioGenex, Inc. Common Stock|U
AGGY|WisdomTree Yield Enhanced U.S. Aggregate Bond Fund|ARCA
AGGZF|AG Growth International Inc. Common Shares (Canada)|U
AGHC|Aeon Global Health Corp. Common Stock|U
AGHEF|Agility Health, Inc. USD Vtg Ordinary Shares (Cayman Islands)|U
AGHI|Agora Holdings Inc Common Stock|U
AGI|Alamos Gold Inc. Class A Common Shares|NYSE
AGIN|American Graphite Technologies Inc. Common Stock|U
AGIO|Agios Pharmaceuticals, Inc. Common Stock|NASDAQ
AGLAF|Aguila American Resources, Ltd. Common Shares|U
AGLDF|Austral Gold Ltd Ordinary shares (Australia)|U
AGLE|Aeglea BioTherapeutics, Inc. Common Stock|NASDAQ
AGLNF|AGL Energy Ltd Ordinary Shares|U
AGLT|Angel Telecom Corporation. Common Stock|U
AGLXY|AGL Energy Ltd American Depositary Receipts - Sponsored (Australia)|U
AGLY|AGILITI INC Common Stock  Delaware|U
AGM|Federal Agricultural Mortgage Corporation|NYSE
AGM A|Federal Agricultural Mortgage Corporation Class A Voting|NYSE
AGM PRA|Federal Agricultural Mortgage Corporation 5.875%  Ser A|NYSE
AGM PRC|Federal Agricultural Mortgage Corporation 6.000% Fixed-to-Floating Rate Non-Cumulative Preferred Sto|NYSE
AGM PRD|Federal Agricultural Mortgage Corporation 5.700% Non-Cumulative Preferred Stock, Series D|NYSE
AGMH|AGM Group Holdings Inc. Class A Ordinary Shares|NASDAQ
AGMJF|Algoma Cent Corp (F) Ordinary Shares|U
AGN|Allergan plc|NYSE
AGNC|AGNC Investment Corp. Common Stock|NASDAQ
AGNCM|AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock|NASDAQ
AGNCN|AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock|NASDAQ
AGNCO|AGNC Investment Corp. Depositary Shares, each representing a 1/1,000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock|NASDAQ
AGND|WisdomTree Trust WisdomTree Negative Duration U.S. Aggregate Bond Fund|NASDAQ
AGO|Assured Guaranty, LTD|NYSE
AGO PRB|Assured Guaranty Municipal Holdings Inc. 6-7/8% Quarterly Interest Bonds due 2101|NYSE
AGO PRE|Assured Guaranty Municipal Holdings Inc. 6.25% Notes due 2102|NYSE
AGO PRF|Assured Guaranty Municipal Holdings Inc. 5.60% Notes due 2103|NYSE
AGOAF|Abengoa Sa ABG/AC B 0.01 (Spain)|U
AGOWF|Abengoa SA Warrant Expiring 03/31/2025 (Spain)|U
AGPDF|Amer Sports Corporation Ordinary Shares (Finland)|U
AGPIF|Anglo Pacific Res Plc Ord Ordinary Shares|U
AGPKF|Augros Cosmetics Packaging Sa Ordinary Shares France (FR)|U
AGPL|Apple Green Holding, Inc. Common|U
AGPPF|Anglo Platinum Ltd Ordinary Shares (South Africa)|U
AGPYF|Agile Property Holdings Limited Ordinary Shares (Cayman Islands)|U
AGPYY|Agile Group Holdings Limited American Depositary Receipts - Unsponsored|U
AGQ|ProShares Ultra Silver|ARCA
AGR|Avangrid, Inc.|NYSE
AGRDF|Minnova Corp. Ordinary Shares (Canada)|U
AGREF|Argonaut Resources NL Ordinary Shares (Australia)|U
AGRIP|Agribank FCB Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock|U
AGRO|ADECOAGRO S.A.|NYSE
AGRPF|Absa Group Ltd Ordinary Shares|U
AGRPY|Absa Group Ltd American Depositary Receipts - Sponsored|U
AGRRU|Agra Resources LLC Unit|U
AGRS|Agristar, Inc. Common Stock|U
AGRUF|AF Gruppen ASA Shares -A- (Norway)|U
AGRX|Agile Therapeutics, Inc. Common Stock|NASDAQ
AGS|PlayAGS, Inc.|NYSE
AGSM|Silver Stream Mining Corp. NEW  Common Stock|U
AGSO|AgriSolar Solutions, Inc. Common Stock|U
AGSVF|Argentum Silver Corp. Ordinary Shares (Canada)|U
AGT|iShares MSCI Argentina and Global Exposure ETF|BATS
AGTAF|AGRITERRA LTD Ordinary Shares|U
AGTC|Applied Genetic Technologies Corporation Common Stock|NASDAQ
AGTEF|Agtech Holdings Ltd Ordinary Shares (Bermuda)|U
AGTK|Agritek Holdings, Inc Common Stock|U
AGTT|Angstrom Technologies, Inc. Common Stock|U
AGTX|Agentix Corp. Common Stock|U
AGUNF|Arctic Glacier Income Fund Trust Units (Canada)|U
AGVDY|Avangardco Invts. Pub. Ltd. Sponsored American Depository Shares (Ukraine)|U
AGVYY|Avangardco Invts. Pub. Ltd. Sponsored GDR Reg S (Ukraine)|U
AGX|Argan, Inc|NYSE
AGXKF|Anglo Asian Mining Plc Ordinary Shares (UK)|U
AGXLW|Agiliti Inc Warrant 07/24/2022|U
AGYP|Allied Energy Corporation. Common Stock|U
AGYS|Agilysys, Inc. Common Stock|NASDAQ
AGYTF|Allergy Therapeutics Plc Worthing Ordinary Shares (United Kingdom)|U
AGZ|iShares Agency Bond ETF|ARCA
AGZD|WisdomTree Trust WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund|NASDAQ
AGZNF|AEGEAN AIRLINES Ordinary Shares (Greece)|U
AHAD|Alphacom Holdings, Inc. Common Stock|U
AHAG|Alpha Technologies Group, Inc. Common Stock|U
AHAHF|Ahalife Holdings Ltd Ordinary Shares (Australia)|U
AHC|A.H. Belo Corporation|NYSE
AHCD|Archivalcd Common Stock|U
AHCHF|Anhui Conch Cement Shares -H-Ordinary Shares|U
AHCHY|Anhui Conch Cement Unsponsored ADR representing Shares -H- (China)|U
AHCO|AdaptHealth Corp. Class A Common Stock|NASDAQ
AHCOW|AdaptHealth Corp. Warrant|NASDAQ
AHCP|Anchorage International Holdings Corp. Common Stock|U
AHELF|American Helium Inc. Ordinary Shares|U
AHEXF|Adecco Group AG Ordinary Shares|U
AHEXY|Adecco Group AG American Depositary Receipts - Unsponsored|U
AHFCF|Flow Cap Corp Ordinary Shares|U
AHFD|Active Health Foods, Inc. Common Stock|U
AHFI|Absolute Health and Fitness, Inc. Common Stock|U
AHGIF|Alternate Health Corp. Ordinary Shares (Canada)|U
AHH|Armada Hoffler Properties, Inc.|NYSE
AHH PRA|Armada Hoffler Properties, Inc. 6.75% Series A Cumulative Redeemable Perpetual Preferred Stock|NYSE
AHICF|Asahi Intec Co Ltd, Nagoya Ordinary Shares (Japan)|U
AHII|American Heritage International Inc. Common Stock|U
AHIX|Aluf Holdings, Inc. Common Stock|U
AHKSF|Asahi Kaisai Corporation Ordinary Shares|U
AHKSY|Asahi Kaisai Corporation American Depositary Shares|U
AHL PRC|Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Sh|NYSE
AHL PRD|Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares|NYSE
AHL PRE|Aspen Insurance Holdings Limited Depositary Shares, each representing a 1/1000th interest in a share|NYSE
AHLDF|ATD New Holdings Inc Common Stock|U
AHLLF|Ahlsell AB Ordinary Shares (Sweden)|U
AHNMF|Archon Minerals Ltd Ordinary Shares|U
AHNR|Athena Silver Corporation Common Stock|U
AHODF|Koninklijke Ahold Delhaize N V  Ordinary Shares|U
AHPI|Allied Healthcare Products, Inc. Common Stock|NASDAQ
AHROQ|Atheronova, Inc.Common Stock|U
AHT|Ashford Hospitality Trust, Inc.|NYSE
AHT PRD|Ashford Hospitality Trust, Inc. 8.45% Series D|NYSE
AHT PRF|Ashford Hospitality Trust, Inc.|NYSE
AHT PRG|Ashford Hospitality Trust, Inc   7.375% Series G Cumulative Preferred Stock|NYSE
AHT PRH|Ashford Hospitality Trust, Inc. 7.50 Percent Series H Cumulative Preferred Stock|NYSE
AHT PRI|Ashford Hospitality Trust, Inc. 7.50% Series I Cumulative Preferred Stock|NYSE
AHWSF|Athens Water & Sewage Public Co Eydap Ordinary Shares (Greece)|U
AI|Arlington Asset Investment Corp.|NYSE
AI PRB|Arlington Asset Investment Corp. 7.00% Series B Cumulative Perpetual Redeemable Preferred Stock|NYSE
AI PRC|Arlington Asset Investment Corp. 8.250% Series C Fixed-to-Floating Rate Cumulative Redeemable Prefer|NYSE
AIA|iShares Asia 50 ETF|NASDAQ
AIABF|Airasia Bhd Ordinary Shares (Malaysia)|U
AIAGF|Aurubis Ag Ordinary Shares (Germany)|U
AIAGY|Aurubis Ag Unsponsored ADR (Germany)|U
AIAPF|Ascential Group Ltd Ord GBP 0.10 Ordinary Shares (United Kingdom)|U
AIBEF|Air Berlin plc London Ordinary Shares (United Kingdom)|U
AIBGY|AIB Group plc American Depositary Receipts - Unsponsored (Ireland)|U
AIBIF|Abitibi Mining Corp Ordinary Shares (Canada)|U
AIBRF|AIB Group PLC EUR 2.47 Ordinary Shares (Ireland)|U
AIC|Arlington Asset Investment Corp.|NYSE
AICAF|Air China Ltd Shares H (China)|U
AIDA|AIDA Pharmaceuticals, Inc. Common Stock|U
AIEQ|AI Powered Equity ETF|ARCA
AIERF|Asian Mineral Res Ltd Common Shares|U
AIF|Apollo Tactical Income Fund Inc.|NYSE
AIFIF|Asia Financial Holdings Ltd Ordinary Shares (Bermuda)|U
AIFLY|Aiful Corp Unsponsored American Depositary Receipt|U
AIFS|Agent Information Software, Inc. Common Stock|U
AIG|American International Group, Inc.|NYSE
AIG PRA|American International Group, Inc. Depositary Shares Each Representing a 1/1,000th Interest in a Sha|NYSE
AIG WS|American International Group, Inc.|NYSE
AIGI|Artistmss International Group, Inc. Common Stock|U
AIH|Aesthetic Medical International Holdings Group Ltd. American Depositary Shares|NASDAQ
AIHLF|Adcock Ingram Holdings Limited Ordinary shares (South Africa)|U
AIHS|Senmiao Technology Limited Common Stock|NASDAQ
AIHZF|AI Holdings Corp., Tokyo Ordinary Shares (Japan)|U
AIIQ|AI Powered International Equity ETF|ARCA
AIIXY|Aixtron SE American Depositary Receipts - Unsponsored (Germany)|U
AIKO|Alternative Investment Corporation Common Stock|U
AILFQ|Lexicon Building Systems Ltd. Ordinary Shares (Canada)|U
AILIH|Ameren Illinois Company. NEW 4.08% Cumulative Preferred Stock|U
AILIM|Ameren Illinois Company 4.70% Cumulative Preferred Stock|U
AILIN|Ameren Illinois Company 4.42% Preferred Stock|U
AILIO|Ameren Illinois Company 4.26% Cumulative Preferred Stock|U
AILIP|Ameren Illinois Company 4.20% Cumulative Preferred Stock|U
AILLI|Ameren Illinois Company 5.16% Preferred Stock|U
AILLL|Ameren Illinois Company Depositary Receipts representing 1/4 of 6.625% preferred stock|U
AILLM|Ameren Illinois Company 4.92% Preferred Stock|U
AILLN|Ameren Illinois Company 4.90% Preferred Stock|U
AILLO|Ameren Illinois Company 4.25% Preferred Stock|U
AILLP|Ameren Illinois Company 4.00% Preferred Stock|U
AILNP|Ameren Illinois Company  7.75% Cumulative Preferred Stock|U
AILQF|AirlQ, Inc. Ordinary Shares (Canada)|U
AIM|AIM ImmunoTech Inc.|AMEX
AIMC|Altra Industrial Motion Corp. Common Stock|NASDAQ
AIMH|Aimrite Holdings Corp Common Stock|U
AIMSF|Aims Amp Capital Industrial Trust Units Real Estate Investment Trust (Singapore)|U
AIMT|Aimmune Therapeutics, Inc. Common Stock|NASDAQ
AIN|Albany International Corp Class A|NYSE
AINC|Ashford Inc.|AMEX
AINPF|Ain Pharmaciez Inc Sapporo Ordinary Shares (Japan)|U
AINSF|Ainsworth Game Technology Ltd Shs (Australia)|U
AINV|Apollo Investment Corporation Common Stock|NASDAQ
AIO|AllianzGI Artificial Intelligence & Technology Opportunities Fund|NYSE
AIOAF|Sarossa PLC Ordinary Shares|U
AIOM|Axiom Holdings, Inc. Common Stock|U
AIOSF|Atresmedia Corporacion De Medios De Comunicacion SA Ordinary Shares (Spain)|U
AIPUF|Airports of Thailand Public Co Ltd Units Non-Voting Depository Receipts (Thailand)|U
AIPUY|Airports of Thailand Public Co Ltd Unsponsored ADR (Thailand)|U
AIQ|Global X Funds Global X Future Analytics Tech ETF|NASDAQ
AIQUF|L'Air Liquide Ord Ordinary Shares|U
AIQUY|L'Air Liquide Ord American Depositary Shares|U
AIR|AAR Corp.|NYSE
AIRG|Airgain, Inc. Common Stock|NASDAQ
AIRI|Air Industries Group|AMEX
AIRO|Airspan Networks Inc. Common Stock|U
AIRR|First Trust Exchange-Traded Fund VI First Trust RBA American Industrial Renaissance ETF|NASDAQ
AIRRF|Aurion Resources, Ltd. Ordinary Shares (Canada)|U
AIRT|Air T, Inc. Common Stock|NASDAQ
AIRTP|Air T, Inc. Air T Funding Alpha Income Trust Preferred Securities|NASDAQ
AIRTW|Air T, Inc. Air T Funding Warrants to Purchase Alpha Income Trust Preferred|NASDAQ
AIRYY|Air China Limited Sponsored ADR (China)|U
AISLF|Asia Satellite Telecomm Ordinary Shares|U
AISSF|AIS Res Ltd Ordinary Shares (Bahamas)|U
AIT|Applied Industrial Technologies, Inc.|NYSE
AITA|Wunong Asia Pacific Company Limited Common Stock|U
AITUF|Anritsu Corp (F) Ordinary Shares Japan (JP)|U
AITUY|Anritsu Corp (F) American Depositary Shares (Unsponsored)(Japan)|U
AITVF|Asian Television Network Intl Ltd Common Shares (Canada)|U
AITX|ARTIFICIAL INTELLIGENCE TECHNOLOGY SOLUTIONS INC. Common Stock|U
AIV|Apartment Investment and Management Company|NYSE
AIVAF|Aviva plc Ordinary Shares (United Kingdom)|U
AIVID|Kemiao Garment Holding Group Common Stock|U
AIVN|American International Ventures, Inc. Common Stock|U
AIVTF|Aurora Investment Trust Plc  London Ordinary Shares (United Kingdom)|U
AIW|Arlington Asset Investment Corp. 6.625% Notes due 2023,|NYSE
AIXN|AiXin Life International, Inc. Common Stock|U
AIXXF|AIXTRON SE  Namen - AKT|U
AIZ|Assurant, Inc.|NYSE
AIZP|Assurant, Inc. 6.50% Series D Mandatory Convertible Preferred Stock, $1.00 par value|NYSE
AJG|Arthur J. Gallagher & Co.|NYSE
AJIA|Ajia Innogroup Holdings Limited Common Stock|U
AJINF|Ajinomoto Company, Inc. Ordinary Shares (Japan)|U
AJINY|Ajinomoto Company, Inc. American Depositary Shares|U
AJISF|Ajis Co Ltd Ordinary Shares|U
AJLGF|AJ Lucas Group Limited Ordinary Shares|U
AJMPF|Ashmore Group Plc Ordinary shares (United Kingdom)|U
AJRD|Aerojet Rocketdyne Holdings, Inc.|NYSE
AJSCY|Ajisen China Holdings Limited Unsponsored ADR (Cayman Islands)|U
AJX|Great Ajax Corp.|NYSE
AJXA|Great Ajax Corp.7.25% Convertible Senior Notes due 2024|NYSE
AJXGF|AgJunction  Inc Ordinary Shares|U
AKAAF|Aker Asa Shares A (Norway)|U
AKABY|Alk Abello A S Sponsored ADR (Denmark)|U
AKAM|Akamai Technologies, Inc. Common Stock|NASDAQ
AKAOQ|ACHAOGEN INC Common Stock|U
AKASF|Akvasmart ASA Ordinary Shares (Norway)|U
AKAVF|Envirotek Remediation Inc Common Shares|U
AKBA|Akebia Therapeutics, Inc. Common Stock|NASDAQ
AKBIF|Akebono Brake Industries Ordinary Shares|U
AKBIY|Akebono Brake Industry Co., Ltd. Sponsored ADR (Japan)|U
AKBLF|Alk-Abello A/S Shares -B- (Denmark)|U
AKBNF|Akbank (Turkey) Ordinary Shares|U
AKBTY|Akbank Turk Anonim Sirketi ADR (Turkey)|U
AKCA|Akcea Therapeutics, Inc. Common Stock|NASDAQ
AKCMF|Akcansa Cimento Sanayi Ve Ticaret AS Ordinary Shares (Turkey)|U
AKCPF|Asustek Computer Inc Ord Ordinary Shares|U
AKEJF|Ariake Japan Ordinary Shares|U
AKER|Akers Biosciences Inc. Common Stock|NASDAQ
AKG|Asanko Gold Inc.|AMEX
AKKVF|AKASTOR ASA  ASA Ordinary Shares (Norway)|U
AKMNF|Akumin Inc Ordinary Shares (Canada)|U
AKO A|Embotelladora Andina S.A. Series A|NYSE
AKO B|Embotelladora Andina S.A. Series B|NYSE
AKOM|Aerkomm Inc. Common Stock|U
AKR|Acadia Realty Trust|NYSE
AKRFF|Ackroo, Inc. Ordinary Shares|U
AKRO|Akero Therapeutics, Inc. Common Stock|NASDAQ
AKRRF|Philly Shipyard ASA Ordinary Shares|U
AKRTF|Aker Solutions Holding ASA Ordinary Shares (Norway)|U
AKRX|Akorn, Inc. Common Stock|NASDAQ
AKRYY|AKER SOLUTIONS ASA  American Depositary Receipts - Unsponsored (Norway)|U
AKS|AK Steel Holding Corp.|NYSE
AKSJF|Sberbank Russia Ordinary Shares (Russia)|U
AKSY|Aksys, Ltd. Common Stock|U
AKTAF|Akita Drilling Ltd Non Vtg A Ordinary Shares|U
AKTS|Akoustis Technologies, Inc. Common Stock|NASDAQ
AKTX|Akari Therapeutics Plc ADR|NASDAQ
AKVA|Arkanova Energy Corporation Common Stock|U
AKZOF|Akzo Nobel N.V. Ordinary Shares|U
AKZOY|Akzo Nobel N.V. American Depositary Receipts - Sponsored|U
AL|Air Lease Corporation|NYSE
AL PRA|Air Lease Corporation 6.150% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series|NYSE
ALABF|Aurora Labs Ltd Ordinary Shares (Australia)|U
ALAC|Alberton Acquisition Corporation Ordinary Shares|NASDAQ
ALACF|Alacer Gold Corp. Shs Chess Depository Interests Repr 1 Sh (Canada)|U
ALACR|Alberton Acquisition Corporation Rights|NASDAQ
ALACU|Alberton Acquisition Corporation Unit|NASDAQ
ALACW|Alberton Acquisition Corporation Warrant|NASDAQ
ALAN|Alanco Technologies Inc. Common Stock|U
ALARF|Alaris Royalty Corporation Common Shares (Canada)|U
ALB|Albemarle Corporation|NYSE
ALBBY|Alibaba Health Information Technology Ltd Unsponsored ADR (Bermuda)|U
ALBHF|Alibaba Health Information Technology Ltd Ordinary Shares (Bermuda)|U
ALBKF|Alpha Bank SA Ordinary Shares|U
ALBKY|Alpha Bank AE American Depositary Receipts - Sponsored|U
ALBO|Albireo Pharma, Inc. Common Stock|NASDAQ
ALBY|Community Capital Bancshares, Inc. Common Stock|U
ALC|Alcon Inc. Ordinary Shares|NYSE
ALCCF|Alicanto Minerals Ltd Ordinary Shares (Australia)|U
ALCGF|Aliansce Shopping Centers Sa Ordinary Shares (Brazil)|U
ALCN|Atlantic Central Entprs Ltd Common Stock|U
ALCO|Alico, Inc. Common Stock|NASDAQ
ALDA|Atlantica, Inc. Common Stock|U
ALDS|AppLife Digital Solutions, Inc. Common Shares|U
ALDVF|ALDEVER RES INC Ordinary Shares|U
ALDX|Aldeyra Therapeutics, Inc. Common Stock|NASDAQ
ALE|ALLETE, Inc.|NYSE
ALEAF|Aleafia Health Inc Ordinary Shares|U
ALEC|Alector, Inc. Common Stock|NASDAQ
ALEDY|Allied Group Limited Unsponsored ADR (Hong Kong)|U
ALEX|Alexander & Baldwin, Inc.|NYSE
ALFA|AlphaClone Alternative Alpha ETF|BATS
ALFDF|Astral Foods Ltd Ordinary Shares (South Africa)|U
ALFDY|Astral Foods Ltd Unsponsored ADR (South Africa)|U
ALFFF|Alfa S.A.B. de C.V. Ordinary Shares A (Mexico)|U
ALFNF|Alfen NV Ordinary Shares|U
ALFRY|Alfresa Hldgs Corp American Depositary Shares (Unsponsored)(Japan)|U
ALFVF|Alfa-Laval Ab Ordinary shares (Sweden)|U
ALFVY|Alfa-Laval Ab Unsponsored ADR (Sweden)|U
ALG|Alamo Group, Inc.|NYSE
ALGC|Algiers Bancorp, Inc. Common Stock|U
ALGDF|Algold Res Ltd Ordinary Shares|U
